iter	Logloss
305	0.0258042822
306	0.02579076351
307	0.02577373288
308	0.02575334233
309	0.02572115486
310	0.02571013183
311	0.02569854472
312	0.0256848961
313	0.02567225231
314	0.02564550311
315	0.02562623763
316	0.02561237111
317	0.02558251904
318	0.02556094425
319	0.02554673965
320	0.02553561954
321	0.02551571912
322	0.02548229316
323	0.02545393347
324	0.02543943977
325	0.02542527843
326	0.02540507892
327	0.02537085467
328	0.02535355789
329	0.02533919948
330	0.02531272887
331	0.02529910949
332	0.02527769973
333	0.02526706511
334	0.02523828574
335	0.02522511349
336	0.02520386725
337	0.02519388852
338	0.02517839734
339	0.02515693508
340	0.02514096929
341	0.02511770615
342	0.02510043902
343	0.02508573909
344	0.02507045415
345	0.02504579077
346	0.0250303508
347	0.02502138707
348	0.02500807496
349	0.02498258915
350	0.02496929164
351	0.02495215961
352	0.02492926384
353	0.0249170545
354	0.02490377842
355	0.02487618947
356	0.02485974011
357	0.02483884264
358	0.02482538075
359	0.02479890712
360	0.02478729128
361	0.02477555041
362	0.02475934384
363	0.02474273668
364	0.02473253688
365	0.02471834419
366	0.02470098829
367	0.02468568755
368	0.02466284772
369	0.02465074494
370	0.02463809615
371	0.02462766292
372	0.02461083008
373	0.02459727949
374	0.02458449752
375	0.02456695941
376	0.02455362244
377	0.02454215333
378	0.02453072319
379	0.02450100634
380	0.02448490026
381	0.02447461753
382	0.02446226294
383	0.02444822025
384	0.02444026064
385	0.02440340609
386	0.02438735841
387	0.02436157951
388	0.02434315957
389	0.02432812176
390	0.02431579652
391	0.02430166036
392	0.02428851024
393	0.02427715505
394	0.0242517301
395	0.02423317387
396	0.02422135981
397	0.02420566225
398	0.02419105215
399	0.02418137502
400	0.0241584284
401	0.02413795443
402	0.02411190613
403	0.02407729572
404	0.02403974935
405	0.02401649394
406	0.02400571369
407	0.02399691014
408	0.02397106192
409	0.02393962363
410	0.02392620647
411	0.02391438967
412	0.02390597532
413	0.02389501316
414	0.02387139599
415	0.02381936424
416	0.02381015266
417	0.02378629149
418	0.02375593891
419	0.02374487283
420	0.02373234402
421	0.02370287259
422	0.02369138394
423	0.02367473113
424	0.02366207381
425	0.02364500193
426	0.02363639022
427	0.0236150106
428	0.02360264827
429	0.02358978007
430	0.02357857465
431	0.023568987
432	0.02355724387
433	0.02352771437
434	0.02351721783
435	0.02349672534
436	0.02348320645
437	0.02347059365
438	0.02345877767
439	0.02345131278
440	0.02343573775
441	0.02342303206
442	0.02341204242
443	0.02340142677
444	0.02338217034
445	0.02336822205
446	0.02335472092
447	0.02334246244
448	0.02332722968
449	0.02331341484
450	0.02329452757
451	0.02326363753
452	0.02325380425
453	0.02322528099
454	0.02321370708
455	0.02319896102
456	0.02318880976
457	0.02317706209
458	0.02315473063
459	0.02314154806
460	0.02313089455
461	0.02311229205
462	0.02309541744
463	0.02307071076
464	0.02304726396
465	0.02303620637
466	0.02301951531
467	0.02300298712
468	0.02297659689
469	0.02296999109
470	0.02296074655
471	0.02294773437
472	0.02292491111
473	0.02290752589
474	0.02289405613
475	0.02287959042
476	0.02285524134
477	0.02284084319
478	0.02283408824
479	0.02282604954
480	0.02281381419
481	0.02280414387
482	0.02279305167
483	0.02277766625
484	0.02276864476
485	0.0227433877
486	0.02272340323
487	0.02271507482
488	0.02270491832
489	0.02262770547
490	0.02260097361
491	0.02259350602
492	0.02257955574
493	0.02255894339
494	0.02255315327
495	0.02254286455
496	0.02253097734
497	0.02251577318
498	0.02249095475
499	0.02247993526
500	0.02246545048
501	0.02245680836
502	0.02244599046
503	0.02243776772
504	0.02242109931
505	0.02241031674
506	0.02239755291
507	0.02238203389
508	0.02236927618
509	0.02236024007
510	0.02234523221
511	0.02233813324
512	0.02232558953
513	0.02230775929
514	0.0222973937
515	0.02228656466
516	0.02227366524
517	0.02226503766
518	0.02224952871
519	0.02223505003
520	0.02220890818
521	0.02219531631
522	0.02218072197
523	0.02215686642
524	0.02214892562
525	0.02214207926
526	0.02213377584
527	0.02212343107
528	0.02209905976
529	0.02208820132
530	0.02207478019
531	0.0220631616
532	0.02205567153
533	0.02204169178
534	0.0220338734
535	0.02201118239
536	0.02200213395
537	0.0219906812
538	0.0219812959
539	0.02196827563
540	0.0219598781
541	0.0219481041
542	0.02193493061
543	0.02192629712
544	0.02191348042
545	0.02189779888
546	0.02188705626
547	0.02187502844
548	0.02185121356
549	0.02183692368
550	0.02182311596
551	0.02180137732
552	0.02179188604
553	0.02177598019
554	0.0217644887
555	0.02175526084
556	0.02172518581
557	0.02171105923
558	0.02170399562
559	0.02169757741
560	0.02168734905
561	0.02168053513
562	0.02165873
563	0.02164709708
564	0.02162970972
565	0.02162124242
566	0.02160323405
567	0.02158912809
568	0.02157792847
569	0.02157134422
570	0.02155104678
571	0.02153761256
572	0.02152540934
573	0.02150135903
574	0.02149129971
575	0.02146071366
576	0.02145569115
577	0.0214365724
578	0.02142393374
579	0.02140689385
580	0.02139589246
581	0.021384423
582	0.0213756299
583	0.02136001614
584	0.02135157841
585	0.02133499485
586	0.02132532565
587	0.02131205687
588	0.02129697745
589	0.02127492294
590	0.02126630958
591	0.02125001976
592	0.02124238628
593	0.02122373149
594	0.02120913674
595	0.02118829335
596	0.02116991374
597	0.02115836363
598	0.02114296203
599	0.021133633
600	0.02112487177
601	0.02111264687
602	0.02110819103
603	0.02110036865
604	0.02109225047
605	0.0210722259
606	0.02106434691
607	0.02105749568
608	0.02104485304
609	0.02103065591
610	0.02100924412
611	0.02099925788
612	0.02098186628
613	0.02096131706
614	0.02094729441
615	0.02093682078
616	0.02092488701
617	0.02091611864
618	0.02088902021
619	0.02087525681
620	0.02085643605
621	0.02084874424
622	0.02083924247
623	0.02083215139
624	0.02081167613
625	0.02080323609
626	0.02077614546
627	0.02076781276
628	0.02075834928
629	0.02074672033
630	0.02073531587
631	0.020719209
632	0.02071369501
633	0.02070791547
634	0.02069436174
635	0.02068339425
636	0.02066336671
637	0.02064513662
638	0.02063656216
639	0.02062949127
640	0.02061745585
641	0.02060573986
642	0.02059860808
643	0.02059148811
644	0.02057811037
645	0.02055669537
646	0.02054049293
647	0.02053385948
648	0.02052216526
649	0.02050283078
650	0.02049455855
651	0.02048531015
652	0.02047781208
653	0.02047093088
654	0.02046404336
655	0.0204496408
656	0.02043472633
657	0.02041984198
658	0.0204050756
659	0.02038696216
660	0.02037416336
661	0.02036643936
662	0.02035942319
663	0.02035191443
664	0.02034702968
665	0.02032646535
666	0.02030634529
667	0.02029288744
668	0.02028484745
669	0.02027519642
670	0.02026656584
671	0.02025098181
672	0.0202377809
673	0.02023208828
674	0.020224696
675	0.02021529734
676	0.0201958541
677	0.02018779286
678	0.02018109666
679	0.02016428559
680	0.0201519605
681	0.02014086328
682	0.02012901173
683	0.02011738886
684	0.02010966743
685	0.02010130822
686	0.02009237443
687	0.02008391296
688	0.02005818352
689	0.02004738945
690	0.02003666811
691	0.02002617639
692	0.02001771932
693	0.02001338639
694	0.02000689655
695	0.01999594555
696	0.01998957887
697	0.01998301672
698	0.01997585233
699	0.01995136534
